target,text,num_characters,num_words,num_sentences,transformed_text
0,* Am on my way,14,5,1,way
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,17,2,eat old airport road 630 oredi got lot pple
0,"sry can't talk on phone, with parents",37,9,1,sri ca talk phone parent
0,Ok lor wat time Ì_ finish?,26,7,1,ok lor wat time finish
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",84,24,2,princess like make love lt gt time per night hope that problem
0,Mm i am on the way to railway,29,8,1,mm way railway
0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,48,5,done sorri hope next space give everyth want rememb furnitur around move lock lock leav key jenn
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,137,35,3,yet like keep touch easiest way barcelona way ru hous
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,25,1,sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook 8007
1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",168,33,3,urgent call 09066612661 landlin complementari 4 tenerif holiday cash await collect sae cs po box 3 wa14 2px 150ppm sender hol offer
0,K.:)do it at evening da:)urgent:),33,13,1,even da urgent
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,101,23,3,pansi live jungl two year drive worri
0,Mm have some kanji dont eat anything heavy ok,45,9,1,mm kanji dont eat anyth heavi ok
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,124,31,2,promis get soon text morn let know made ok
0,Lol that's different. I don't go trying to find every real life photo you ever took.,84,20,2,lol differ go tri find everi real life photo ever took
0,I dont thnk its a wrong calling between us,42,9,1,dont thnk wrong call us
0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,20,2,k ill need sr model pl send mail id pa
0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,70,17,2,aiyah e rain like quit big leh drizzl least run home
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,31,3,2 doc appoint next week tire shove stuff ugh could normal bodi
0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,81,21,3,dun b sad dun thk abt alreadi concentr ur paper k
0,"Greetings me, ! Consider yourself excused.",42,8,2,greet consid excus
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,47,1,drama enough famili struggl hot sun strang reason ego go invit actual necess seriou reppurcuss
0,they released another Italian one today and it has a cosign option,66,12,1,releas anoth italian one today cosign option
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",139,31,2,mu tri figur much money everyon ga alcohol jay tri figur weed budget
1,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,150,28,5,winner valu network custom hvae select receiv reward collect call valid 24 hour acl03530150pm
0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,167,31,1,hcl chennai requir fresher voic english upto lt gt lt gt telephon interview
0,Dai what this da.. Can i send my resume to this id.,51,14,1,dai da send resum id
0,"I know where the  &lt;#&gt;  is, I'll be there around 5",55,19,1,know lt gt around 5
0,Yup i've finished c Ì_ there...,31,8,1,yup finish c
0,Remember to ask alex about his pizza,36,7,1,rememb ask alex pizza
0,No da..today also i forgot..,28,8,1,da today also forgot
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",306,79,5,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care rest u wud b self reliant soon dnt worri
0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202,42,1,fwiw reason around time smoke ga afford around someon tell appar happen somebodi want light
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",160,42,3,hello boytoy made home constant thought love hope nice visit ca wait till come home kiss
0,Congrats kano..whr s the treat maga?,36,9,1,congrat kano whr treat maga
0,Who u talking about?,20,5,1,u talk
0,Yup...,6,2,1,yup
0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",150,40,6,u wake alreadi wat u u pick us later rite take sq825 reach ard 7 smth 8 like dat u check e arriv time c ya soon
0,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,74,16,1,yunni walk citylink faster come hungri
0,Er yep sure. Props?,19,6,2,er yep sure prop
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153,36,3,hiya u pay money account thank got pleasant surpris check balanc c get statement 4 acc
1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,35,4,u nokia 6230 plu free digit camera u get u win free auction take part send nokia 83383 16
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,45,15,1,ok ill send lt decim gt ok
0,Bognor it is! Should be splendid at this time of year.,54,13,2,bognor splendid time year
0,Yes.i'm in office da:),22,7,1,offic da
0,Ok. I only ask abt e movie. U wan ktv oso?,42,14,3,ask abt e movi u wan ktv oso
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,179,37,4,misplac number send text old number wonder heard year best mcat got number atlanta friend
0,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,82,22,3,dunno lei might b eatin wif fren wan eat wait 4 lar
1,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,100,21,2,free entri weekli comp send word win 80086 18 c
0,Do u noe how 2 send files between 2 computers?,46,11,1,u noe 2 send file 2 comput
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",158,38,5,mmmmm love wake word morn miss love hope day goe well happi wait us togeth
0,jay says he'll put in  &lt;#&gt;,32,13,1,jay say put lt gt
0,Can you just come in for a sec? There's somebody here I want you to see,71,18,2,come sec somebodi want see
0,So the sun is anti sleep medicine.,34,8,1,sun anti sleep medicin
0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,19,2,happen gotten job begun registr perman resid
0,Yup ok...,9,3,1,yup ok
0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,23,1,glad went well come 11 plenti time clair goe work
0,Ok enjoy . R u there in home.,29,9,2,ok enjoy r u home
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,34,3,pl pl send mail know rel come deliv know cost risk benefit anyth els thank
0,You do what all you like,24,6,1,like
0,That's y we haf to combine n c how lor...,41,12,1,haf combin n c lor
0,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,19,1,monthli amount terribl pay anyth till 6month finish school
0,Hmmm:)how many players selected?,32,8,1,hmmm mani player select
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,26,2,said gon na snow start around 8 9 pm tonit predict inch accumul
0,I dont. Can you send it to me. Plus how's mode.,47,15,3,dont send plu mode
0,Aiyo please Ì_ got time meh.,28,7,1,aiyo pleas got time meh
0,Package all your programs well,30,5,1,packag program well
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",289,71,4,sister belong 2 famili hope tomorrow pray 4 fate 4 shoranur train incid let hold hand togeth amp fuell love amp concern prior 2 grief amp pain pl join di chain amp pass stop violenc women
0,So are you guys asking that i get that slippers again or its gone with last year,80,17,1,guy ask get slipper gone last year
0,Company is very good.environment is terrific and food is really nice:),70,13,1,compani terrif food realli nice
1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,18,2,text82228 get rington logo game question info
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,122,26,1,honestli made love cup tea promptli drop key burnt finger get
0,Yup but not studying surfing lor. I'm in e lazy mode today.,59,15,2,yup studi surf lor e lazi mode today
0,Please sen :)my kind advice :-)please come here and try:-),58,18,1,pleas sen kind advic pleas come tri
0,I'm done. C Ì_ there.,21,8,2,done c
0,"Oh fine, I'll be by tonight",27,8,1,oh fine tonight
0,ÌÏ give me some time to walk there.,35,9,1,ìï give time walk
0,I'll reach in ard 20 mins ok...,31,9,1,reach ard 20 min ok
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",156,31,3,freemsg award free mini digit camera repli snap collect prize quizclub opt stop sp rwm
0,Fuck babe ... What happened to you ? How come you never came back?,66,15,2,fuck babe happen come never came back
1,This message is brought to you by GMW Ltd. and is not connected to the,70,15,1,messag brought gmw connect
0,"Some friends want me to drive em someplace, probably take a while",65,13,1,friend want drive em someplac probabl take
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95,27,3,also thk fast xy suggest one u dun wan go 2 rain leh got gd
0,Are you still getting the goods.,32,7,1,still get good
0,And maybe some pressies,23,4,1,mayb pressi
0,"Yeah I am, so I'll leave maybe 7ish?",36,11,1,yeah leav mayb 7ish
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,39,5,told dr appt next week think gon na die told check noth worri listen
0,You in your room? I need a few,30,9,2,room need
0,I dont want to hear anything,28,6,1,dont want hear anyth
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,83,21,3,hey leav friday wait ask superior tell
0,Ultimately tor motive tui achieve korli.,40,7,1,ultim tor motiv tui achiev korli
0,From 5 to 2 only my work timing.,32,9,1,5 2 work time
0,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,61,12,1,worri finish march ish
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,25,1,hous water dock boat roll newscast dabbl jazz flute behind wheel
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160,35,7,congrat 2 mobil 3g videophon r call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p
1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,153,32,2,next amaz xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
0,Now thats going to ruin your thesis!,36,8,1,that go ruin thesi
0,In sch but neva mind u eat 1st lor..,36,10,1,sch neva mind u eat 1st lor
0,Hey whats up? U sleeping all morning?,37,9,2,hey what u sleep morn
0,Erm. I thought the contract ran out the4th of october.,54,12,2,erm thought contract ran the4th octob
0,I dunno until when... Lets go learn pilates...,46,10,2,dunno let go learn pilat
1,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,134,27,2,u subscrib best mobil content servic uk per ten day send stop helplin 08706091795
0,Yup i'm elaborating on the safety aspects and some other issues..,65,13,1,yup elabor safeti aspect issu
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",131,32,5,3 free tarot text find love life tri 3 free text chanc 85555 16 3 free msg
0,"Goodmorning, today i am late for 1hr.",37,9,1,goodmorn today late 1hr
0,Hi happy birthday. Hi hi hi hi hi hi hi,39,11,2,hi happi birthday hi hi hi hi hi hi hi
0,I will be outside office take all from there,44,9,1,outsid offic take
0,If you don't respond imma assume you're still asleep and imma start calling n shit,82,17,1,respond imma assum still asleep imma start call n shit
0,"Aight, see you in a bit",23,7,1,aight see bit
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155,35,1,superior tell friday leav depart except leav way call wahe fathima hr conform
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153,32,4,join uk horniest dog servic u sex 2nite sign follow instruct txt entri 69888 150p
0,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153,38,4,lol take member said aunt flow visit 6 month caus develop ovarian cyst bc way shrink
0,Still work going on:)it is very small house.,44,12,1,still work go small hous
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117,36,1,friend got say up order gram got lt gt get
0,Tmr timin still da same wat cos i got lesson until 6...,55,13,1,tmr timin still da wat co got lesson 6
0,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",126,30,1,thing ape u fight death keep someth minut u let go that
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109,31,4,gon na abl late notic home week anyway plan
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,18,1,got fujitsu ibm hp toshiba got lot model say
0,Okie... Thanx...,16,4,1,oki thanx
0,"Gosh that , what a pain. Spose I better come then.",50,13,2,gosh pain spose better come
0,"As usual..iam fine, happy &amp; doing well..:)",46,15,1,usual iam fine happi amp well
0,Okie,4,1,1,oki
0,So when you gonna get rimac access ,35,8,1,gon na get rimac access
0,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",99,24,2,arestaur eat squid wan na dosometh late
0,You call times job today ok umma and ask them to speed up,57,13,1,call time job today ok umma ask speed
0,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",136,33,2,wen u finish fanci meetin wiv u tonit need break dabook 4 hr last today wrk
0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,17,2,r u sam p eachoth meet go 2 hous
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!,62,18,3,yeah lol luckili star role like
0,Hello madam how are you ?,25,6,1,hello madam
0,"Awesome, text me when you're restocked",38,8,1,awesom text restock
1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,156,31,2,knock knock txt whose 80082 enter r weekli draw 4 gift voucher 4 store yr choic cs age16
0,Yes. It's all innocent fun. O:-),32,12,3,ye innoc fun
0,Thanks for sending this mental ability question..,49,8,1,thank send mental abil question
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243,59,5,sir hope day go smoothli realli hope wont bother bill ca settl month extra cash know challeng time also let know
0,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,16,2,2marrow wed lt gt 2 aha
0,I went to ur hon lab but no one is there.,41,12,1,went ur hon lab one
0,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81,20,2,hey pple 700 900 5 night excel locat wif breakfast hamper
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173,32,3,forward 21870000 hi mailbox messag sm alert 40 match pleas call back 09056242159 retriev messag match
0,How come?,9,3,1,come
0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,136,34,5,lol nah bad thank good b home quit realiti check how ur day u anyth websit
0,Ok lor...,9,3,1,ok lor
0,I'm coming home 4 dinner.,25,7,1,come home 4 dinner
0,S da..al r above  &lt;#&gt;,27,13,1,da al r lt gt
1,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",109,23,3,free ring tone text everi week get new tone 0870737910216yr
0,Unni thank you dear for the recharge..Rakhesh,45,9,1,unni thank dear recharg rakhesh
0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,24,1,know lack particular dramastorm detail part worri
0,Haha... They cant what... At the most tmr forfeit... haha so how?,65,16,2,haha cant tmr forfeit haha
0,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139,41,5,hey glad u r better hear u treat urself digi cam good r 9pm fab new year c u coupla wk
0,No way I'm going back there!,28,8,1,way go back
1,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",154,31,5,urgent mobil 077xxx bonu caller prize 2nd attempt reach call 09066362206 asap box97n7qp 150ppm
0,I WILL CAL YOU SIR. In meeting,30,8,2,cal sir meet
0,"That's what I love to hear :V see you sundayish, then",53,14,1,love hear v see sundayish
0,"Sorry da thangam, very very sorry i am held up with prasad.",59,14,1,sorri da thangam sorri held prasad
0,Tiwary to rcb.battle between bang and kochi.,44,8,1,tiwari bang kochi
0,Thank god they are in bed!,26,7,1,thank god bed
0,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85,20,2,cancer mom make big deal regular checkup aka pap smear
0,Am in gobi arts college,23,5,1,gobi art colleg
0,Why she wants to talk to me,27,7,1,want talk
0,Pandy joined 4w technologies today.he got job..,47,8,1,pandi join 4w technolog got job
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",147,30,3,guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h
0,"They can try! They can get lost, in fact. Tee hee",49,14,3,tri get lost fact tee hee
0,My friends use to call the same.,32,8,1,friend use call
0,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",107,22,2,em olowoyey great time argentina sad secretari everyth bless
0,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,13,2,taxt massag argh ok lool
0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,29,3,hi pleas get lt gt dollar loan pay back mid februari pl
0,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157,34,1,might want pull case plan spend much confid derek taylor money manag
0,Do you like shaking your booty on the dance floor?,50,11,1,like shake booti danc floor
0,"Text me when you get off, don't call, my phones having problems",63,15,1,text get call phone problem
0,No need for the drug anymore.,29,7,1,need drug anymor
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87,23,1,sorri da thought call lot time lil call noon
0,Its sarcasm.. .nt scarcasim,27,5,1,sarcasm scarcasim
0,Great! I have to run now so ttyl!,33,10,2,great run ttyl
0,Feel like trying kadeem again? :V,33,8,2,feel like tri kadeem v
0,Dai  &lt;#&gt;  naal eruku.,27,11,1,dai lt gt naal eruku
0,Not yet chikku..wat abt u?,26,8,1,yet chikku wat abt u
0,Want to finally have lunch today?,33,7,1,want final lunch today
0,Do you know when dad will be back?,34,9,1,know dad back
1,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130,32,2,hello darl today would love chat dont tell look like sexi
1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,165,33,2,8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w4 5wq norm
0,He remains a bro amongst bros,29,6,1,remain bro amongst bro
0,R u meeting da ge at nite tmr?,30,9,1,r u meet da ge nite tmr
0,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",140,37,3,nice day impress sensibl went home earli feel fine bore ca rememb
0,Why de. You looking good only:-)..,34,11,2,de look good
1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,163,36,7,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,25,1,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,117,26,4,ye repli mail go manag offic later plu bank later wednesday
0,"That's cool, I'll come by like  &lt;#&gt; ish",45,17,1,cool come like lt gt ish
0,Super msg da:)nalla timing.,27,8,1,super msg da nalla time
0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,36,5,good afternoon boytoy feel today better hope good boy obedi slave pleas queen
0,I am 6 ft. We will be a good combination!,41,11,1,6 good combin
0,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136,46,12,sick needi want pout stomp feet pout stomp feet want slave want
0,* Am on a train back from northampton so i'm afraid not!,56,14,1,train back northampton afraid
0,Where in abj are you serving. Are you staying with dad or alone.,64,15,2,abj serv stay dad alon
0,Was playng 9 doors game and gt racing on phone lol,50,11,1,playng 9 door game gt race phone lol
1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136,29,1,new tone week includ 1 ab 2 sara 3 order follow instruct next messag
0,I'm on da bus going home...,27,8,1,da bu go home
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,106,28,7,got call landlin number ask come anna nagar go afternoon
0,I'm okay. Chasing the dream. What's good. What are you doing next.,66,18,4,okay chase dream good next
0,Yupz... I've oredi booked slots 4 my weekends liao... ,54,12,2,yupz oredi book slot 4 weekend liao
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,158,32,5,urgent tri contact today draw show prize guarante call 09050003091 land line claim c52 valid 12hr
0,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,88,26,1,r mani model soni ericson also der lt gt luk good bt forgot modl
0,Yes I know the cheesy songs from frosty the snowman :),54,12,1,ye know cheesi song frosti snowman
0,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56,20,1,ya ok vikki vl c witin lt gt min il repli u
1,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153,29,1,sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 norm
0,Hey tmr meet at bugis 930 ?,27,7,1,hey tmr meet bugi 930
1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",158,33,4,urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim ba128nnfwfly150ppm
0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,95,24,1,nice new shirt thing wear nudist theme mu
0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,95,26,4,hey sexi bun day word morn ym think
0,And whenever you and i see we can still hook up too.,52,13,1,whenev see still hook
0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80,19,1,nope go home go pump petrol lor like go 2 rain soon
0,Can you use foreign stamps for whatever you send them off for? ,63,13,1,use foreign stamp whatev send
1,FROM 88066 LOST å£12 HELP,25,5,1,88066 lost help
0,Oh baby of the house. How come you dont have any new pictures on facebook,73,16,2,oh babi hous come dont new pictur facebook
0,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",169,53,4,feb lt gt love day send di ur valu evn 3 come back u gt marri person u luv u ignor di u lose ur luv 4 evr
0,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",169,43,4,hiya sorri hav signal seen heard neither unusu put case get sort hug snog
0,"Omw back to tampa from west palm, you hear what happened?",57,13,1,omw back tampa west palm hear happen
0,Yup no more already... Thanx 4 printing n handing it up.,56,13,1,yup alreadi thanx 4 print n hand
1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,156,34,4,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop repli date
0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,113,27,1,mean come chase state watch mani movi want
0,S now only i took tablets . Reaction morning only.,50,11,2,took tablet reaction morn
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160,33,3,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs
0,"Nah, I'm a perpetual DD",23,7,1,nah perpetu dd
0,Sorry de i went to shop.,24,7,1,sorri de went shop
1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,18,3,hope enjoy new content text stop 61610 unsubscrib provid
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101,24,2,hey still want go yogasana coz end cine go bath hav steam bath
0,Nope i'm not drivin... I neva develop da photos lei...,54,13,2,nope drivin neva develop da photo lei
0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96,22,1,think go reg pract lesson flung advanc haha wat time u go
0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,59,20,3,cool lt gt inch long hope like big
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,35,1,murder coz man murder lt gt th januari public holiday close includ post offic understand
0,Okie.. Thanx..,14,4,1,oki thanx
0,Go where n buy? Juz buy when we get there lar.,46,13,2,go n buy juz buy get lar
0,I'm working technical support :)voice process.,46,10,1,work technic support voic process
0,It's justbeen overa week since we broke up and already our brains are going to mush!,84,18,1,justbeen overa week sinc broke alreadi brain go mush
0,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",71,18,3,tund wish great day abiola
0,Nope... C Ì_ then...,20,6,1,nope c
0,No. But we'll do medical missions to nigeria,44,10,2,medic mission nigeria
0,No i am not having not any movies in my laptop,46,11,1,movi laptop
